gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,gpr,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT02_76147,complete,,LCK,2024,Spring,1,"2024-04-14 09:25:52",4,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,"Aurelion Sol",Vi,Varus,Orianna,Poppy,Vayne,,,,,,1793,1,5,0,8,15,3,1,1,0,0,0,0,0,0,0.502,0.6023,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,25074,839.063,0.327516,456.3079,170.2287,16,0.5354,7,0.2342,6,34,1.1378,15089,11156,373.3185,0.270268,12950,,,339,333,6,,,11.3441,3473,4922,97,3440,5096,97,33,-174,0,0,0,0,0,0,0,5692,8337,160,5808,7746,145,-116,591,15,0,2,0,2,0,1,7710,10904,210,8106,10648,202,-396,256,8,0,2,0,2,0,1,10252,14000,267,10202,13368,253,50,632,14,1,3,0,2,1,1
LOLTMNT02_76148,complete,,LCK,2024,Spring,1,"2024-04-14 10:19:15",5,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Senna,Kalista,Ashe,Vayne,Rell,,,,,,2524,1,4,1,8,15,2,1,0,0,0,1,1,0,0,0.3566,0.4041,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,48487,1152.6228,0.369127,435.9509,437.9002,26,0.6181,12,0.2853,9,57,1.355,20129,14704,349.5404,0.268981,18725,,,394,364,30,,,9.3661,3850,4639,90,3342,4526,84,508,113,6,1,0,1,0,1,0,5842,7384,150,5316,7777,145,526,-393,5,1,0,1,0,1,0,8229,10415,214,7142,10637,197,1087,-222,17,1,1,1,0,1,1,10886,12760,267,8581,12331,232,2305,429,35,2,2,1,0,1,1
LOLTMNT01_123488,complete,,LCK,2024,Summer,0,"2024-06-14 08:10:57",1,14.11,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Vi,Maokai,Kalista,Nautilus,Blitzcrank,,,,,,1783,1,2,3,4,18,9,0,0,0,0,0,0,0,0,0.6057,0.9086,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,16192,544.8794,0.229005,579.0353,386.4498,14,0.4711,13,0.4375,4,40,1.346,12958,9045,304.3746,0.215938,12683,,,293,271,22,,,9.8598,4015,5269,103,3238,4571,86,777,698,17,1,0,0,0,0,0,6189,7917,152,5811,7605,145,378,312,7,2,1,0,2,0,0,9033,10870,213,7981,10927,206,1052,-57,7,2,1,1,2,2,1,10682,13240,253,9593,13421,249,1089,-181,4,2,1,2,2,3,1
LOLTMNT01_125494,complete,,LCK,2024,Summer,0,"2024-06-14 09:01:54",2,14.11,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Vi,Kalista,Maokai,Sejuani,"Lee Sin",,,,,,2113,1,6,1,4,16,12,2,0,0,0,0,0,0,0,0.4543,0.7951,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,21898,621.8079,0.217361,482.2433,314.2262,19,0.5395,26,0.7383,6,79,2.2433,19659,15073,428.0076,0.272131,18783,,,428,406,22,,,12.1533,3444,4977,93,3202,4513,83,242,464,10,0,0,0,0,0,0,6577,8240,160,5517,7649,144,1060,591,16,0,0,0,0,1,0,8919,12017,228,7340,9990,192,1579,2027,36,0,1,0,0,1,1,10983,15001,287,10610,14439,253,373,562,34,0,3,1,2,4,2
LOLTMNT01_126562,complete,,LCK,2024,Summer,0,"2024-06-16 09:23:15",1,14.11,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Ashe,Azir,Kalista,Alistar,"Renata Glasc",,,,,,1606,1,6,0,5,17,4,0,0,0,0,0,0,0,0,0.6351,0.7846,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23709,885.7659,0.337408,499.6887,319.9128,13,0.4857,11,0.411,5,46,1.7186,14163,10611,396.4259,0.267056,12008,,,299,275,24,,,11.1706,3557,5213,102,3279,4958,89,278,255,13,0,0,0,0,0,0,5802,8480,169,5658,8408,153,144,72,16,0,1,0,1,1,0,8856,11414,219,7155,10211,189,1701,1203,30,2,2,0,1,1,2,12138,15428,280,8975,13019,242,3163,2409,38,4,4,0,1,1,3
LOLTMNT01_126571,complete,,LCK,2024,Summer,0,"2024-06-16 10:10:51",2,14.11,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Yone,Senna,Kalista,Ashe,Alistar,Lucian,,,,,,1468,1,1,0,6,16,6,0,0,0,0,0,0,0,0,0.654,0.8992,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,11066,452.2888,0.189802,788.0518,744.3597,9,0.3678,11,0.4496,5,35,1.4305,10465,7195,294.0736,0.200228,9425,,,255,247,8,,,10.4223,3452,5015,93,3438,4813,81,14,202,12,0,0,0,1,0,0,5244,7692,148,4993,7164,124,251,528,24,0,0,0,1,0,0,7031,10066,189,6806,9754,170,225,312,19,0,0,0,1,1,0,10465,14942,255,8081,11555,202,2384,3387,53,1,6,0,1,1,2
LOLTMNT02_110020,complete,,LCK,2024,Summer,0,"2024-06-20 08:06:02",1,14.12,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Kalista,Senna,Rumble,Braum,Alistar,,,,,,2040,1,9,2,7,19,12,4,0,0,0,0,0,0,0,0.5588,0.9118,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,42314,1244.5294,0.397303,568.3824,445.7647,20,0.5882,13,0.3824,8,61,1.7941,19006,14569,428.5,0.306486,15683,,,329,313,16,,,9.6765,3760,4893,96,3393,4871,94,367,22,2,0,0,0,0,0,0,6256,7849,157,5131,7380,147,1125,469,10,0,0,0,0,0,0,8701,10573,205,7651,10587,203,1050,-14,2,0,1,1,1,3,0,11048,12975,242,9163,12514,242,1885,461,0,2,2,2,1,4,1
LOLTMNT02_110032,complete,,LCK,2024,Summer,0,"2024-06-20 09:01:22",2,14.12,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Kalista,Senna,Rumble,Nautilus,Alistar,,,,,,1621,1,3,0,5,12,2,0,0,0,0,0,0,0,0,0.4442,0.5182,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,28563,1057.2363,0.344806,516.1999,388.5009,13,0.4812,8,0.2961,4,42,1.5546,13899,10317,381.8754,0.274795,12583,,,273,250,23,,,10.1049,3663,5082,98,3328,5061,89,335,21,9,0,0,0,0,0,0,6291,8084,157,5267,8197,148,1024,-113,9,0,0,0,0,1,0,9704,10850,209,7116,10732,189,2588,118,20,1,1,0,1,1,0,12446,14302,258,8706,12784,233,3740,1518,25,2,4,0,1,1,0
LOLTMNT02_115076,complete,,LCK,2024,Summer,0,"2024-06-23 06:05:32",1,14.12,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lucian,Tristana,Taliyah,Renekton,Leona,Alistar,,,,,,1454,1,5,1,3,14,4,1,1,0,0,0,0,0,0,0.5777,0.7428,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13177,543.7552,0.201465,434.8143,238.8858,12,0.4952,9,0.3714,5,42,1.7331,12367,9125,376.5475,0.255057,9325,,,266,247,19,,,10.9766,3666,4610,91,3629,5123,94,37,-513,-3,1,0,1,0,2,0,6282,7925,157,6151,8224,156,131,-299,1,1,0,1,0,2,0,8837,11288,227,8270,10238,205,567,1050,22,1,1,1,0,2,1,12367,14284,266,9334,11754,231,3033,2530,35,5,3,1,0,2,3
LOLTMNT02_114102,complete,,LCK,2024,Summer,0,"2024-06-23 06:51:12",2,14.12,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Tristana,Taliyah,Renekton,Ziggs,Kai'Sa,,,,,,1450,1,6,1,7,21,8,0,0,0,0,0,0,0,0,0.869,1.2,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,26852,1111.1172,0.320338,713.4621,393.1862,12,0.4966,5,0.2069,5,27,1.1172,13405,10171,420.869,0.266274,10958,,,250,238,12,,,10.3448,3451,4890,88,2856,4304,69,595,586,19,0,1,0,0,0,1,6022,8223,157,4678,6700,122,1344,1523,35,0,2,0,0,0,2,9105,11296,214,6650,9184,161,2455,2112,53,1,2,1,0,2,3,13405,15152,250,8433,11505,192,4972,3647,58,6,7,1,1,3,6
LOLTMNT02_121098,complete,,LCK,2024,Summer,0,"2024-06-26 10:36:36",1,14.12,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lucian,Maokai,Sejuani,Ashe,Rakan,Zeri,,,,,,1973,1,5,1,7,14,6,1,0,0,0,0,0,0,0,0.4257,0.6082,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,26633,809.924,0.287875,503.4161,307.2073,12,0.3649,22,0.669,5,55,1.6726,15208,10907,331.6878,0.257377,14225,,,340,323,17,,,10.3396,3415,4965,98,3453,5118,99,-38,-153,-1,0,0,0,0,0,0,5633,8224,168,5801,8374,173,-168,-150,-5,0,0,0,0,0,0,7528,11079,221,8501,11819,236,-973,-740,-15,0,1,0,1,0,0,10337,14928,283,11037,14860,291,-700,68,-8,0,1,0,2,0,0
LOLTMNT02_121147,complete,,LCK,2024,Summer,0,"2024-06-26 11:31:30",2,14.12,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Maokai,Sejuani,Rumble,Rakan,K'Sante,,,,,,2528,1,7,4,10,19,16,1,0,0,0,0,0,0,0,0.4509,0.8307,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,45818,1087.4525,0.323567,703.6709,601.8513,27,0.6408,20,0.4747,11,96,2.2785,20716,15283,362.7294,0.278407,19108,,,406,376,30,,,9.6361,3680,4581,88,3849,4767,88,-169,-186,0,1,1,1,2,0,0,5860,7885,156,5715,7477,143,145,408,13,1,1,1,2,1,0,9060,10840,210,8414,10078,191,646,762,19,1,4,2,3,3,1,10985,13486,268,10122,11750,221,863,1736,47,1,4,3,4,3,1
LOLTMNT02_124348,complete,,LCK,2024,Summer,0,"2024-06-28 11:36:14",2,14.12,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Sejuani,Rumble,Senna,Alistar,Rakan,,,,,,1857,1,2,1,5,14,11,0,0,0,0,0,0,0,0,0.4523,0.8078,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,25296,817.3183,0.278633,640.8401,435.3473,15,0.4847,13,0.42,6,53,1.7124,14884,10820,349.5961,0.244105,14413,,,337,321,16,,,10.8885,3774,4773,95,3134,4546,77,640,227,18,1,1,0,0,1,1,6008,8069,160,4883,7184,130,1125,885,30,1,1,0,0,1,1,8106,11358,228,7383,10184,179,723,1174,49,1,1,0,2,1,1,10921,15135,283,9165,12302,222,1756,2833,61,1,2,0,2,2,1
LOLTMNT03_118187,complete,,LCK,2024,Summer,0,"2024-07-11 11:23:29",2,14.13,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Ashe,Alistar,Tristana,Maokai,Leona,,,,,,1684,1,3,0,5,14,5,0,0,0,0,0,0,0,0,0.4988,0.677,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,20651,735.7838,0.242272,600.4988,450.9976,11,0.3919,11,0.3919,2,31,1.1045,15763,12052,429.4062,0.293378,11983,,,330,322,8,,,11.7577,3639,5140,103,3336,5004,93,303,136,10,0,0,0,0,0,0,6198,8166,163,5757,8107,158,441,59,5,0,1,0,1,0,0,8762,11870,231,8343,11612,218,419,258,13,0,1,0,2,1,0,10855,14642,283,10047,13979,269,808,663,14,1,1,0,2,1,0
LOLTMNT03_122217,complete,,LCK,2024,Summer,0,"2024-07-13 06:08:03",1,14.13,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Rumble,Vi,"Renata Glasc",Azir,Rakan,,,,,,1776,1,6,1,8,19,7,1,0,0,0,0,0,0,0,0.6419,0.8784,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,24468,826.6216,0.287156,643.6824,583.2095,15,0.5068,19,0.6419,6,58,1.9595,15435,11536,389.7297,0.281438,14300,,,326,312,14,,,11.0135,3494,5092,100,3248,4718,88,246,374,12,0,0,0,0,0,0,5707,7970,151,4923,7294,135,784,676,16,1,1,0,0,0,1,7822,10256,191,7334,9948,180,488,308,11,2,3,1,1,1,3,10899,15042,263,9024,12742,217,1875,2300,46,2,5,1,1,3,3
LOLTMNT03_121254,complete,,LCK,2024,Summer,0,"2024-07-13 07:00:39",2,14.13,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Rumble,Vi,LeBlanc,Gnar,Rakan,,,,,,1883,1,3,2,5,10,10,0,0,0,0,0,0,0,1,0.3186,0.6373,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,22705,723.4732,0.276745,497.4615,416.8136,18,0.5736,21,0.6691,7,62,1.9756,16027,11910,379.5008,0.295723,14525,,,372,348,24,,,11.8534,3484,4880,96,3393,4500,85,91,380,11,0,0,1,0,1,0,5523,7991,161,5302,7440,140,221,551,21,0,0,1,0,1,0,7992,10878,223,7644,10415,188,348,463,35,0,0,2,1,2,0,12005,15872,296,9135,12608,215,2870,3264,81,2,2,2,1,4,1
LOLTMNT03_128313,complete,,LCK,2024,Summer,0,"2024-07-18 11:23:18",1,14.13,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Poppy,Vi,Sejuani,Braum,"Renata Glasc",,,,,,1645,1,10,0,3,22,11,2,0,0,0,0,0,0,0,0.8024,1.2036,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,27823,1014.8207,0.299278,698.3708,588.7295,12,0.4377,23,0.8389,3,69,2.5167,16005,12374,451.3313,0.306877,12275,,,326,298,28,,,11.8906,4051,5209,97,3381,4861,92,670,348,5,2,0,0,0,0,1,6559,8639,166,5173,7642,145,1386,997,21,2,0,0,0,0,1,9158,11757,229,7266,10002,196,1892,1755,33,2,0,0,0,0,1,13882,16226,298,9016,11878,227,4866,4348,71,8,3,0,1,3,3
LOLTMNT03_130077,complete,,LCK,2024,Summer,0,"2024-07-20 08:38:18",1,14.13,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Yone,Vi,Sejuani,LeBlanc,Karma,Leona,,,,,,1731,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0.6932,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14108,489.0121,0.291874,696.9151,797.4697,5,0.1733,11,0.3813,4,32,1.1092,11339,7532,261.0745,0.281652,10750,,,287,273,14,,,9.948,3676,5151,94,3712,4453,81,-36,698,13,0,0,0,0,1,0,5510,7833,147,6607,7108,132,-1097,725,15,0,0,1,1,2,0,7415,9893,190,10203,10407,178,-2788,-514,12,0,0,1,3,6,0,9762,12710,243,12521,14899,212,-2759,-2189,31,0,0,2,3,9,0
LOLTMNT03_130102,complete,,LCK,2024,Summer,0,"2024-07-20 09:30:17",2,14.13,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Rumble,Vi,"Lee Sin",Rakan,Braum,,,,,,2112,1,2,2,4,11,5,0,0,0,0,0,0,0,0,0.3125,0.4545,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,27985,795.0284,0.264479,765.9375,872.0455,16,0.4545,15,0.4261,7,60,1.7045,15244,10660,302.8409,0.247925,13310,,,338,338,0,,,9.6023,3363,4585,89,3294,4706,75,69,-121,14,0,0,0,0,1,0,5481,7754,148,5253,7886,136,228,-132,12,0,0,0,0,1,0,7294,10446,196,7156,10516,181,138,-70,15,0,1,1,0,2,0,9230,12960,244,9154,13069,227,76,-109,17,0,1,1,0,2,0
LOLTMNT03_129140,complete,,LCK,2024,Summer,0,"2024-07-20 10:26:21",3,14.13,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Vi,"Lee Sin",Ezreal,Taliyah,"Twisted Fate",,,,,,2198,1,5,1,7,17,10,0,0,0,0,0,0,0,0,0.4641,0.737,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,28254,771.2648,0.271048,610.4004,650.0637,22,0.6005,30,0.8189,10,86,2.3476,19255,14495,395.6779,0.285218,17450,,,442,410,32,,,12.0655,3371,4972,92,3610,4689,87,-239,283,5,0,0,0,1,0,0,5648,8131,160,5431,7601,148,217,530,12,0,0,0,1,0,0,8460,11993,238,7076,10015,196,1384,1978,42,0,1,0,1,0,0,11468,15845,312,9101,12523,242,2367,3322,70,1,3,0,1,2,0
LOLTMNT01_149527,complete,,LCK,2024,Summer,0,"2024-07-24 10:43:20",1,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lucian,Rumble,Ashe,Renekton,Braum,LeBlanc,,,,,,1827,1,4,2,2,14,9,1,0,0,0,0,0,0,0,0.4598,0.7553,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,25604,840.8539,0.231899,582.7915,395.3695,14,0.4598,9,0.2956,5,44,1.445,14576,10573,347.225,0.257687,11775,,,314,284,30,,,10.312,3570,5017,98,3040,4509,74,530,508,24,0,0,0,0,0,0,5270,7165,140,5180,7875,130,90,-710,10,0,0,2,0,2,0,7620,9471,178,7047,9456,159,573,15,19,1,1,2,1,4,2,9705,12711,242,8886,12053,208,819,658,34,1,1,2,1,4,2
LOLTMNT01_149544,complete,,LCK,2024,Summer,0,"2024-07-24 11:36:23",2,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lucian,Rumble,Renekton,Gnar,Karma,Rakan,,,,,,1688,1,6,3,7,22,7,1,0,0,0,1,0,1,0,0.782,1.0308,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,32125,1141.8839,0.35887,723.0569,485.936,13,0.4621,8,0.2844,4,49,1.7417,13858,10139,360.391,0.25482,12550,,,281,259,22,,,9.9882,3375,4647,90,3431,4593,72,-56,54,18,0,1,1,1,0,0,5450,7338,139,5263,6927,120,187,411,19,1,1,2,1,1,1,8821,10350,197,8051,9845,180,770,505,17,3,3,2,1,1,2,12006,13862,257,10403,12047,213,1603,1815,44,5,4,3,2,1,3
LOLTMNT01_152545,complete,,LCK,2024,Summer,0,"2024-07-27 10:27:47",2,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zeri,Tristana,Rumble,Renekton,Azir,Lucian,,,,,,1508,1,9,3,2,22,8,1,1,1,0,0,0,0,0,0.8753,1.1936,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,17621,701.1008,0.229061,768.1432,627.9708,12,0.4775,12,0.4775,4,38,1.5119,13295,9943,395.6101,0.256978,11480,,,251,235,16,,,9.9867,3258,4257,85,3657,4826,92,-399,-569,-7,0,0,0,1,0,0,6658,8335,144,5855,8245,150,803,90,-6,3,0,1,2,0,2,9491,11507,205,8449,10248,188,1042,1259,17,4,0,2,3,0,2,13227,15151,251,10801,12508,226,2426,2643,25,9,2,3,4,2,3
LOLTMNT01_155209,complete,,LCK,2024,Summer,0,"2024-08-01 10:48:46",1,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Draven,Vi,Ashe,Renekton,Nautilus,Leona,,,,,,1719,1,10,1,5,23,8,2,0,0,0,0,0,0,1,0.8028,1.082,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,29262,1021.3613,0.264298,489.6335,863.5253,11,0.3839,6,0.2094,2,38,1.3264,15610,11828,412.8447,0.279005,14830,,,269,231,38,,,9.3892,3297,4412,89,3605,4695,82,-308,-283,7,0,0,1,1,0,0,7014,7284,145,5443,7564,137,1571,-280,8,2,3,1,1,0,1,10384,10550,204,7400,10482,190,2984,68,14,5,4,1,1,0,1,13608,13102,246,9742,13844,223,3866,-742,23,8,4,1,1,3,1
LOLTMNT01_156084,complete,,LCK,2024,Summer,0,"2024-08-01 11:38:24",2,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Vi,Ashe,Renekton,Yasuo,LeBlanc,,,,,,1920,1,0,1,6,9,12,0,0,0,0,0,0,0,0,0.2813,0.6563,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,21082,658.8125,0.246256,663.2813,444.6563,12,0.375,15,0.4688,1,46,1.4375,15062,10870,339.6875,0.277917,13133,,,361,317,44,,,11.2813,3566,4875,93,3356,4735,90,210,140,3,0,0,0,0,0,0,6552,7959,156,5150,7697,144,1402,262,12,0,0,0,0,0,0,8977,11023,214,7586,10784,202,1391,239,12,0,0,0,0,3,0,10897,13772,269,10037,14840,259,860,-1068,10,0,0,0,0,5,0
LOLTMNT01_155488,complete,,LCK,2024,Summer,0,"2024-08-03 06:06:23",1,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zeri,Ashe,Rumble,Vi,Vayne,Gnar,,,,,,2540,1,6,3,7,16,18,1,1,0,0,0,0,0,0,0.378,0.8031,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,39542,934.063,0.268323,840.1417,799.8425,13,0.3071,31,0.7323,2,84,1.9843,21163,15706,371.0079,0.303019,22660,,,480,451,29,,,11.3386,3575,5075,101,3408,5102,97,167,-27,4,0,0,0,0,0,0,6003,7949,159,5577,8097,153,426,-148,6,0,0,0,1,0,0,8420,11106,226,7496,10856,204,924,250,22,0,0,0,1,1,0,10425,13636,284,9849,13733,255,576,-97,29,0,0,1,2,3,0
LOLTMNT01_155499,complete,,LCK,2024,Summer,0,"2024-08-03 07:12:31",2,14.14,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Ashe,Rumble,Kalista,Caitlyn,Ziggs,,,,,,1939,1,5,0,3,11,8,0,0,0,0,0,0,0,0,0.3404,0.5879,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,27301,844.7963,0.416136,551.3254,350.5312,17,0.526,22,0.6808,6,79,2.4446,15913,11682,361.4853,0.278072,15283,,,356,344,12,,,11.016,3591,5110,97,3461,4520,79,130,590,18,0,1,0,1,0,0,5955,8389,161,5394,7454,138,561,935,23,0,1,0,1,0,0,8644,11817,223,7681,10329,194,963,1488,29,1,1,0,2,1,0,10525,14423,278,9319,13055,247,1206,1368,31,1,1,0,2,1,0
LOLTMNT02_150406,complete,,LCK,2024,Summer,0,"2024-08-07 08:06:18",1,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Ashe,Renekton,Zeri,Kalista,,,,,,1698,1,1,2,8,15,8,0,0,0,0,0,0,0,1,0.53,0.8127,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23535,831.6254,0.309594,540.1767,348.0212,13,0.4594,16,0.5654,3,45,1.5901,13778,10038,354.6996,0.24036,12233,,,272,252,20,,,9.6113,3387,4605,78,3554,4729,93,-167,-124,-15,0,0,1,0,1,0,6229,7573,139,5551,7163,146,678,410,-7,0,0,1,0,1,0,8875,10277,191,8035,10437,202,840,-160,-11,0,1,2,0,4,0,11413,12763,226,10395,13017,242,1018,-254,-16,1,3,2,1,5,1
